scaffold_148_1	sp|P16084|BGLS_BUTFI	59.797	296	115	3	3	296	1	294	4.98e-108	330	99
scaffold_149_3	sp|A7LXS8|BGH3A_BACO1	57.296	747	305	5	2	741	5	744	0.0	852	99
scaffold_200_11	sp|A7LXU3|BGH3B_BACO1	52.795	322	138	4	3	313	5	323	4.47e-123	369	99
scaffold_241_1	sp|Q44316|TREZ_ARTSQ	52.500	40	19	0	10	49	117	156	2.38e-07	44.7	51
scaffold_241_1	sp|Q9AJN6|TREZ_ARTRM	51.220	41	20	0	9	49	99	139	8.65e-07	43.1	52
scaffold_241_5	sp|Q8A1G3|SUSG_BACTN	57.414	263	110	2	1	261	428	690	2.84e-101	308	99
scaffold_241_6	sp|Q8A1G3|SUSG_BACTN	50.000	342	161	6	128	462	47	385	1.01e-113	349	68
scaffold_278_6	sp|Q5BG51|BGLO_EMENI	50.000	52	26	0	604	655	463	514	1.65e-07	52.8	51
scaffold_341_12	sp|P16084|BGLS_BUTFI	63.514	148	54	0	12	159	665	812	4.25e-61	200	86
scaffold_546_4	sp|A7LXS9|BGH2A_BACO1	50.491	814	397	5	9	821	40	848	0.0	853	99
scaffold_788_14	sp|Q63870|CO7A1_MOUSE	50.000	64	32	0	42	105	1610	1673	5.68e-08	48.9	60
scaffold_788_14	sp|Q63870|CO7A1_MOUSE	57.778	45	18	1	59	103	2730	2773	2.70e-04	38.1	60
scaffold_1253_5	sp|A7LXS9|BGH2A_BACO1	58.065	31	13	0	1	31	307	337	3.50e-06	45.4	93
scaffold_1424_3	sp|A7LXS8|BGH3A_BACO1	59.737	760	273	4	5	749	5	746	0.0	945	99
scaffold_1424_4	sp|D5EY15|XYL3A_PRER2	53.846	208	92	2	1	204	1	208	1.65e-67	220	99
scaffold_1442_1	sp|P30539|GLGB_BUTFI	76.941	425	98	0	1	425	208	632	0.0	699	99
scaffold_1442_1	sp|Q1AZ86|GLGB_RUBXD	52.143	420	200	1	1	420	296	714	8.24e-162	471	99
scaffold_1442_1	sp|Q11EX1|GLGB_CHESB	50.824	425	207	2	1	424	312	735	5.03e-157	459	99
scaffold_1442_1	sp|Q21WG7|GLGB_ALBFT	50.118	423	211	0	1	423	197	619	2.04e-156	454	99
scaffold_1442_1	sp|B3PGN4|GLGB_CELJU	55.013	389	173	1	1	389	314	700	4.81e-154	452	91
scaffold_1442_1	sp|Q8DLB8|GLGB_THEVB	50.591	423	209	0	1	423	326	748	2.87e-153	451	99
scaffold_1442_1	sp|Q608L5|GLGB_METCA	51.408	426	200	3	1	424	304	724	8.09e-153	449	99
scaffold_1442_1	sp|Q31IB6|GLGB_HYDCU	51.773	423	202	1	1	423	302	722	9.56e-153	448	99
scaffold_1442_1	sp|P52981|GLGB_SYNY3	51.887	424	202	2	1	423	328	750	9.87e-153	449	99
scaffold_1442_1	sp|Q8YYX9|GLGB_NOSS1	50.236	424	209	2	1	423	329	751	3.39e-152	448	99
scaffold_1442_1	sp|Q3M473|GLGB_TRIV2	50.000	424	210	2	1	423	329	751	3.50e-151	445	99
scaffold_1442_1	sp|Q5N4W5|GLGB_SYNP6	50.708	424	207	2	1	423	335	757	4.16e-151	446	99
scaffold_1442_1	sp|P16954|GLGB_SYNE7	50.708	424	207	2	1	423	335	757	4.16e-151	446	99
scaffold_1442_1	sp|Q3JCN0|GLGB_NITOC	50.118	423	209	1	1	423	310	730	9.19e-151	444	99
scaffold_1442_1	sp|Q2K487|GLGB1_RHIEC	51.064	423	203	2	1	423	313	731	4.96e-150	441	99
scaffold_1442_1	sp|Q5NXV7|GLGB_AROAE	50.000	424	211	1	1	424	204	626	2.79e-149	436	99
scaffold_1442_1	sp|Q1MBS9|GLGB1_RHIL3	50.591	423	205	2	1	423	313	731	5.51e-148	436	99
scaffold_1442_1	sp|Q2JT08|GLGB_SYNJA	51.643	426	197	5	1	423	332	751	3.47e-147	435	99
scaffold_1442_1	sp|B8CVY1|GLGB_HALOH	51.064	423	206	1	1	423	204	625	1.39e-146	429	99
scaffold_1442_1	sp|Q92M14|GLGB_RHIME	50.827	423	205	2	1	423	314	733	1.48e-145	430	99
scaffold_1442_1	sp|O66936|GLGB_AQUAE	50.000	420	208	1	1	420	206	623	2.40e-145	426	99
scaffold_1442_1	sp|Q2JK68|GLGB_SYNJB	50.704	426	201	5	1	423	332	751	2.98e-143	425	99
scaffold_1442_1	sp|Q1H1K2|GLGB_METFK	50.919	381	186	1	1	381	301	680	6.01e-139	413	89
scaffold_1448_2	sp|P16084|BGLS_BUTFI	50.661	227	108	2	84	309	578	801	1.49e-64	229	80
scaffold_1485_2	sp|A7LXU3|BGH3B_BACO1	65.217	828	236	4	1	826	4	781	0.0	1100	99
scaffold_1827_7	sp|F4JIN3|DNJ29_ARATH	62.500	32	12	0	7	38	101	132	1.36e-10	51.6	82
scaffold_1827_7	sp|Q0WT48|DNJ21_ARATH	55.882	34	15	0	5	38	99	132	3.58e-10	50.4	87
scaffold_1827_7	sp|P14906|SEC63_YEAST	68.750	32	10	0	5	36	125	156	3.80e-10	50.4	82
scaffold_1827_7	sp|Q7XVN7|DJC43_ORYSJ	56.250	32	14	0	7	38	101	132	8.48e-10	49.3	82
scaffold_1827_7	sp|Q5R660|SEC63_PONAB	60.000	30	12	0	7	36	106	135	7.37e-06	38.1	77
scaffold_1827_7	sp|Q9UGP8|SEC63_HUMAN	60.000	30	12	0	7	36	106	135	7.44e-06	38.1	77
scaffold_1827_7	sp|Q8VHE0|SEC63_MOUSE	60.000	30	12	0	7	36	106	135	8.46e-06	38.1	77
scaffold_1894_4	sp|P30539|GLGB_BUTFI	67.464	209	68	0	8	216	1	209	3.04e-102	307	97
scaffold_2096_1	sp|A9KQ75|GAHP1_LACP7	62.315	674	248	5	3	672	29	700	0.0	857	96
scaffold_2096_1	sp|A9KIW5|GAHP2_LACP7	56.358	692	296	5	3	690	31	720	0.0	788	99
scaffold_2194_1	sp|A7LXS8|BGH3A_BACO1	67.213	61	20	0	1	61	684	744	7.87e-23	87.8	95
scaffold_2707_1	sp|A7LXS8|BGH3A_BACO1	50.545	275	134	2	1	273	469	743	8.21e-92	285	99
scaffold_3098_1	sp|A7LXS8|BGH3A_BACO1	73.139	685	183	1	1	685	61	744	0.0	1072	99
scaffold_3098_1	sp|Q5BG51|BGLO_EMENI	51.786	56	27	0	589	644	461	516	3.05e-10	61.2	58
scaffold_3385_3	sp|A7LXS8|BGH3A_BACO1	57.399	446	176	4	1	435	1	443	5.17e-178	515	93
scaffold_3554_1	sp|Q02603|BGAL_LEULA	60.000	200	79	1	1	200	1	199	1.08e-87	268	100
scaffold_3554_1	sp|Q48846|BGAL_LATSK	60.302	199	79	0	1	199	1	199	6.77e-87	266	99
scaffold_3554_1	sp|O07684|BGAL_LACAC	61.500	200	77	0	1	200	1	200	4.46e-83	256	100
scaffold_3554_1	sp|Q7WTB4|BGAL_LACHE	60.000	200	80	0	1	200	1	200	4.81e-83	256	100
scaffold_3674_1	sp|A7LXU3|BGH3B_BACO1	59.375	32	13	0	1	32	750	781	4.22e-08	44.3	97
scaffold_5807_3	sp|A9KIW5|GAHP2_LACP7	78.261	23	5	0	1	23	701	723	4.82e-07	40.8	96
