scaffold_148_1	sp|P16084|BGLS_BUTFI	59.797	296	115	3	3	296	1	294	4.98e-108	330	99
scaffold_149_3	sp|A7LXS8|BGH3A_BACO1	57.296	747	305	5	2	741	5	744	0.0	852	99
scaffold_241_5	sp|Q8A1G3|SUSG_BACTN	57.414	263	110	2	1	261	428	690	2.84e-101	308	99
scaffold_341_12	sp|P16084|BGLS_BUTFI	63.514	148	54	0	12	159	665	812	4.25e-61	200	86
scaffold_788_14	sp|Q63870|CO7A1_MOUSE	57.778	45	18	1	59	103	2730	2773	2.70e-04	38.1	60
scaffold_1253_5	sp|A7LXS9|BGH2A_BACO1	58.065	31	13	0	1	31	307	337	3.50e-06	45.4	93
scaffold_1424_3	sp|A7LXS8|BGH3A_BACO1	59.737	760	273	4	5	749	5	746	0.0	945	99
scaffold_1442_1	sp|P30539|GLGB_BUTFI	76.941	425	98	0	1	425	208	632	0.0	699	99
scaffold_1442_1	sp|B3PGN4|GLGB_CELJU	55.013	389	173	1	1	389	314	700	4.81e-154	452	91
scaffold_1485_2	sp|A7LXU3|BGH3B_BACO1	65.217	828	236	4	1	826	4	781	0.0	1100	99
scaffold_1827_7	sp|F4JIN3|DNJ29_ARATH	62.500	32	12	0	7	38	101	132	1.36e-10	51.6	82
scaffold_1827_7	sp|Q0WT48|DNJ21_ARATH	55.882	34	15	0	5	38	99	132	3.58e-10	50.4	87
scaffold_1827_7	sp|P14906|SEC63_YEAST	68.750	32	10	0	5	36	125	156	3.80e-10	50.4	82
scaffold_1827_7	sp|Q7XVN7|DJC43_ORYSJ	56.250	32	14	0	7	38	101	132	8.48e-10	49.3	82
scaffold_1827_7	sp|Q5R660|SEC63_PONAB	60.000	30	12	0	7	36	106	135	7.37e-06	38.1	77
scaffold_1827_7	sp|Q9UGP8|SEC63_HUMAN	60.000	30	12	0	7	36	106	135	7.44e-06	38.1	77
scaffold_1827_7	sp|Q8VHE0|SEC63_MOUSE	60.000	30	12	0	7	36	106	135	8.46e-06	38.1	77
scaffold_1894_4	sp|P30539|GLGB_BUTFI	67.464	209	68	0	8	216	1	209	3.04e-102	307	97
scaffold_2096_1	sp|A9KQ75|GAHP1_LACP7	62.315	674	248	5	3	672	29	700	0.0	857	96
scaffold_2096_1	sp|A9KIW5|GAHP2_LACP7	56.358	692	296	5	3	690	31	720	0.0	788	99
scaffold_2194_1	sp|A7LXS8|BGH3A_BACO1	67.213	61	20	0	1	61	684	744	7.87e-23	87.8	95
scaffold_3098_1	sp|A7LXS8|BGH3A_BACO1	73.139	685	183	1	1	685	61	744	0.0	1072	99
scaffold_3385_3	sp|A7LXS8|BGH3A_BACO1	57.399	446	176	4	1	435	1	443	5.17e-178	515	93
scaffold_3554_1	sp|Q02603|BGAL_LEULA	60.000	200	79	1	1	200	1	199	1.08e-87	268	100
scaffold_3554_1	sp|Q48846|BGAL_LATSK	60.302	199	79	0	1	199	1	199	6.77e-87	266	99
scaffold_3554_1	sp|O07684|BGAL_LACAC	61.500	200	77	0	1	200	1	200	4.46e-83	256	100
scaffold_3554_1	sp|Q7WTB4|BGAL_LACHE	60.000	200	80	0	1	200	1	200	4.81e-83	256	100
scaffold_3674_1	sp|A7LXU3|BGH3B_BACO1	59.375	32	13	0	1	32	750	781	4.22e-08	44.3	97
scaffold_5807_3	sp|A9KIW5|GAHP2_LACP7	78.261	23	5	0	1	23	701	723	4.82e-07	40.8	96
