scaffold_1_10	sp|Q723K6|INLA_LISMF	33.333	171	100	7	324	489	523	684	5.44e-10	60.5	72
scaffold_1_10	sp|Q723K6|INLA_LISMF	30.952	210	116	10	167	363	511	704	4.00e-09	57.8	72
scaffold_1_10	sp|Q723K6|INLA_LISMF	29.444	180	97	11	100	267	519	680	2.12e-04	42.4	72
scaffold_1_10	sp|P0DJM0|INLA_LISMO	32.941	170	102	7	324	489	523	684	1.57e-09	58.9	60
scaffold_1_10	sp|P0DJM0|INLA_LISMO	30.660	212	114	11	167	363	511	704	9.54e-08	53.1	60
scaffold_1_10	sp|G2K3G6|INLA_LISM4	32.941	170	102	7	324	489	523	684	2.32e-09	58.5	60
scaffold_1_10	sp|G2K3G6|INLA_LISM4	31.455	213	111	12	167	363	511	704	1.97e-08	55.5	60
scaffold_1_10	sp|Q7AP87|INLH_LISMO	37.037	108	58	4	331	434	377	478	3.66e-07	51.2	19
scaffold_2_50	sp|P32018|COEA1_CHICK	36.082	97	32	2	152	218	1522	1618	2.82e-08	52.8	42
scaffold_2_50	sp|P32018|COEA1_CHICK	34.568	81	33	1	154	214	1489	1569	5.52e-04	39.7	42
scaffold_2_50	sp|P32018|COEA1_CHICK	32.000	100	67	1	109	207	1617	1716	7.94e-04	38.9	42
scaffold_2_50	sp|Q02388|CO7A1_HUMAN	53.030	66	29	1	155	218	2245	2310	5.24e-08	52.0	32
scaffold_2_50	sp|Q02388|CO7A1_HUMAN	40.698	86	31	2	153	218	2205	2290	4.64e-07	48.9	32
scaffold_2_50	sp|Q02388|CO7A1_HUMAN	49.123	57	29	0	154	210	1298	1354	6.52e-06	45.4	32
scaffold_2_50	sp|Q02388|CO7A1_HUMAN	46.154	65	32	1	157	218	2101	2165	8.69e-06	45.1	32
scaffold_2_50	sp|Q02388|CO7A1_HUMAN	41.772	79	40	2	141	219	2606	2678	5.72e-05	42.7	32
scaffold_2_50	sp|Q02388|CO7A1_HUMAN	39.560	91	31	1	154	220	1772	1862	1.43e-04	41.2	32
scaffold_2_50	sp|Q02388|CO7A1_HUMAN	52.174	46	22	0	158	203	1836	1881	6.81e-04	39.3	32
scaffold_2_50	sp|Q02388|CO7A1_HUMAN	36.782	87	34	1	153	218	1783	1869	7.31e-04	39.3	32
scaffold_2_50	sp|Q02388|CO7A1_HUMAN	35.417	96	36	1	155	224	1848	1943	8.13e-04	38.9	32
scaffold_2_50	sp|Q02388|CO7A1_HUMAN	45.833	48	26	0	159	206	1834	1881	8.57e-04	38.9	32
scaffold_2_50	sp|P15989|CO6A3_CHICK	44.776	67	31	1	154	214	2102	2168	1.39e-07	50.8	27
scaffold_2_50	sp|P15989|CO6A3_CHICK	45.312	64	35	0	155	218	2185	2248	3.19e-07	49.7	27
scaffold_2_50	sp|P15989|CO6A3_CHICK	42.857	70	40	0	149	218	2167	2236	3.78e-07	49.3	27
scaffold_2_50	sp|P15989|CO6A3_CHICK	42.105	76	37	1	150	218	2125	2200	1.17e-06	47.8	27
scaffold_2_50	sp|P15989|CO6A3_CHICK	40.909	66	39	0	153	218	2089	2154	8.64e-05	42.0	27
scaffold_2_50	sp|P15989|CO6A3_CHICK	38.983	59	30	1	166	218	2084	2142	2.42e-04	40.8	27
scaffold_2_50	sp|P15989|CO6A3_CHICK	38.889	72	37	1	154	218	2141	2212	3.84e-04	40.0	27
